geneName	geneChromosome	strand	exonNumber	geneLength
2610029G23Rik	chrX	+	6	2619
2610029I01Rik	chr4	-	4	1587
2610034B18Rik	chr7	-	6	2184
2610034M16Rik	chr17	-	13	4174
2610035D17Rik	chr11	-	3	1848
2610037D02Rik	chr15	-	6	3631
2610039C10Rik	chr16	-	5	1300
2610044O15Rik	chr17	-	5	1453
2610100L16Rik	chr3	+	3	1363
2610101N10Rik	chr9	-	28	7736
2610109H07Rik	chr4	-	7	5200
2610203C20Rik	chr9	+	2	2578
2610203C22Rik	chr1	-	5	1245
2610204G22Rik	chr4	+	3	1162
2610206C17Rik	chr7	+	5	1717
2610301B20Rik	chr4	+	6	2118
2610301G19Rik	chr14	-	21	3704
2610305D13Rik	chr4	-	5	2561
2610306M01Rik	chr6	-	1	1034
2610318N02Rik	chr16	-	8	1266
2610507B11Rik	chr11	+	39	7443
2610507I01Rik	chr11	-	3	2905
2610524H06Rik	chr5	-	2	945
2610528A11Rik	chr14	-	3	756
2610528E23Rik	chr16	-	10	1171
2610528J11Rik	chr4	+	3	915
2700007P21Rik	chr2	-	6	3389
2700023E23Rik	chr5	+	2	1036
2700029M09Rik	chr8	+	8	1183
2700046A07Rik	chr18	-	3	2133
2700046G09Rik	chr19	+	2	1641
2700049A03Rik	chr12	+	30	5763
2700050L05Rik	chr7	+	25	5338
2700060E02Rik	chr14	-	8	1510
2700062C07Rik	chr18	+	5	1032
2700078E11Rik	chr19	-	9	5790
2700078K21Rik	chr7	-	5	1456
2700081O15Rik	chr19	+	5	4989
2700086A05Rik	chr6	+	3	835
2700089E24Rik	chr6	+	1	2508
2700090O03Rik	chr8	-	2	587
2700094K13Rik	chr2	-	4	679
2700097O09Rik	chr12	-	8	1187
2700099C18Rik	chr17	+	10	1275
2810001G20Rik	chr11	+	2	901
2810002D19Rik	chr2	+	2	1482
2810002N01Rik	chr12	+	7	1242
2810004N23Rik	chr8	-	7	1382
2810006K23Rik	chr5	+	3	2872
2810007J24Rik	chr7	-	8	2243
2810008D09Rik	chr11	+	2	600
2810008M24Rik	chr13	+	3	1864
2810021B07Rik	chr13	+	2	2672
2810021J22Rik	chr11	+	5	4892
2810025M15Rik	chr1	+	3	1194
2810030E01Rik	chr2	-	1	4363
2810032G03Rik	chr12	+	2	1258
2810046L04Rik	chr3	+	13	4321
2810047C21Rik1	chr7	+	6	1644
2810055F11Rik	chr12	-	5	1705
2810055G20Rik	chr16	+	5	3151
2810403A07Rik	chr3	+	14	2999
2810403D21Rik	chrX	+	5	1005
2810405F15Rik	chr2	-	1	1549
2810405K02Rik	chr4	-	7	785
2810407C02Rik	chr3	+	6	3546
2810408A11Rik	chr11	-	9	1674
2810408I11Rik	chr1	-	2	713
2810408M09Rik	chr2	-	2	1868
2810410L24Rik	chr11	-	3	1707
2810417H13Rik	chr9	+	4	2387
2810422J05Rik	chr8	-	5	1216
2810422O20Rik	chr1	+	2	1457
2810428I15Rik	chr8	-	5	657
2810429I04Rik	chr13	+	5	585
2810432D09Rik	chr4	-	2	839
2810432L12Rik	chr4	-	2	2983
2810433D01Rik	chr11	-	4	1334
2810442I21Rik	chr11	-	2	3137
2810442N19Rik	chr1	+	3	919
2810453I06Rik	chr5	+	3	2331
2810454H06Rik	chr6	+	1	2825
2810459M11Rik	chr1	+	3	3331
2810474O19Rik	chr6	+	5	6080
2900002K06Rik	chrX	+	3	840
2900005J15Rik	chr5	+	1	2033
2900006K08Rik	chr12	+	12	2190
2900010M23Rik	chr17	-	4	473
2900011O08Rik	chr16	+	6	2355
2900026A02Rik	chr5	-	8	5838
2900041M22Rik	chr11	+	2	1344
2900052N01Rik	chr9	+	4	2585
2900053A13Rik	chr8	+	4	1193
2900056M20Rik	chrX	-	3	4254
2900060B14Rik	chr1	-	1	597
2900064A13Rik	chr2	+	5	1072
2900073G15Rik	chr17	-	4	1779
2900079G21Rik	chr9	+	9	6716
2900092C05Rik	chr7	+	6	851
2900092D14Rik	chr1	+	1	2841
2900092E17Rik	chr7	-	3	1412
2900093L17Rik	chr4	-	3	415
2900097C17Rik	chr2	-	1	4917
3000002C10Rik	chr9	-	1	1278
3010026O09Rik	chr11	+	7	1140
3110001D03Rik	chr4	-	2	722
3110001I22Rik	chr16	+	2	1611
3110002H16Rik	chr18	+	20	2129
3110003A17Rik	chr10	-	3	809
3110007F17Rik	chrX	+	4	920
3110009E18Rik	chr1	+	6	1089
3110021A11Rik	chr6	+	1	824
3110035E14Rik	chr1	+	6	3187
3110039I08Rik	chr9	+	5	728
3110039M20Rik	chr12	+	3	854
3110040N11Rik	chr7	-	5	857
3110043O21Rik	chr4	-	11	3198
3110045C21Rik	chr1	+	3	1135
3110047P20Rik	chr5	+	7	8536
3110052M02Rik	chr17	+	6	4367
3110056O03Rik	chr10	+	15	2869
3110057O12Rik	chr3	+	13	2492
3110062M04Rik	chr6	-	4	3725
3110070M22Rik	chr13	-	1	1128
3110079O15Rik	chr1	+	3	462
3110082D06Rik	chr17	+	4	6890
3110082I17Rik	chr5	-	5	1461
3110099E03Rik	chr2	-	3	2644
3200002M19Rik	chr7	+	6	799
3230401D17Rik	chr2	-	4	1562
3300002I08Rik	chr2	-	4	648
3425401B19Rik	chr14	-	4	5547
3632451O06Rik	chr14	-	8	2748
3632454L22Rik	chrX	-	6	5236
3830403N18Rik	chrX	+	8	1020
3830406C13Rik	chr14	+	6	2477
3830408C21Rik	chr13	+	4	1898
3830417A13Rik	chrX	+	4	1649
3830431G21Rik	chr12	+	13	3527
3930402G23Rik	chr8	-	3	2847
4430402I18Rik	chr19	-	13	2152
4632411B12Rik	chr1	-	21	4663
4632415K11Rik	chr8	-	8	2574
4632415L05Rik	chr3	+	1	4114
4632427E13Rik	chr7	-	2	669
4632428C04Rik	chr16	+	3	2428
4632428N05Rik	chr10	+	7	4846
4632434I11Rik	chr7	-	7	3449
4732415M23Rik	chr8	+	3	518
4732416N19Rik	chr6	+	2	551
4732418C07Rik	chr4	+	12	4300
4732456N10Rik	chr15	-	9	2534
4732471D19Rik	chr13	+	10	4793
4732471J01Rik	chr7	+	7	1887
4732490B19Rik	chr11	-	4	2446
4831426I19Rik	chr12	-	20	5532
4831440E17Rik	chr5	+	1	4677
4832428D23Rik	chr1	-	5	3181
4833403I15Rik	chr18	+	20	3219
4833418N02Rik	chr17	-	5	1530
4833419F23Rik	chr18	+	4	881
4833420G17Rik	chr13	+	14	2700
4833422C13Rik	chr13	-	4	5617
4833422F24Rik	chr2	-	3	1956
4833423E24Rik	chr2	-	12	1685
4833424O15Rik	chr3	+	6	4044
4833427G06Rik	chr9	-	6	775
4833428L15Rik	chr9	-	5	1259
4833439L19Rik	chr13	-	9	2673
4833442J19Rik	chr6	+	4	1477
4921501E09Rik	chr17	-	1	3916
4921504E06Rik	chr2	-	17	2004
4921506M07Rik	chr12	+	5	1479
4921507P07Rik	chr6	-	10	2334
4921509C19Rik	chr2	-	4	2682
4921510H08Rik	chr10	+	1	1868
4921511C20Rik	chrX	+	1	1606
4921511H03Rik	chr5	+	3	1046
4921511M17Rik	chrX	-	12	3936
4921513D23Rik	chr16	-	27	7765
4921513I03Rik	chr10	+	4	1747
4921515J06Rik	chr3	+	9	2131
4921517D21Rik	chr9	+	1	3993
4921517D22Rik	chr13	-	5	3142
4921517L17Rik	chr2	+	13	2106
4921523A10Rik	chr17	-	3	2476
4921524J17Rik	chr8	-	4	1595
4921524L21Rik	chr18	+	10	1480
4921528I01Rik	chr18	-	23	3335
4921528O07Rik	chr1	-	22	2956
4921530D09Rik	chr2	-	14	1725
4921530L18Rik	chr2	-	2	800
4921530L21Rik	chr14	+	2	1156
4921531C22Rik	chr2	+	2	1905
4921533I20Rik	chr18	-	1	1000
4921536K21Rik	chr11	-	3	2618
4921539E11Rik	chr4	-	9	2447
4922501C03Rik	chr9	-	27	5295
4922501L14Rik	chr3	+	7	2009
4922502D21Rik	chr6	-	5	1566
4922505E12Rik	chr1	-	1	2055
4922505G16Rik	chr2	-	25	3460
4930402F06Rik	chr2	-	6	1372
4930402H24Rik	chr2	-	37	4951
4930403L05Rik	chrX	-	1	904
4930403N07Rik	chr12	-	21	2630
4930404A05Rik	chr16	-	3	712
4930404A10Rik	chr11	+	14	1398
4930404H21Rik	chr7	-	4	915
4930404I05Rik	chr16	+	3	978
4930404N11Rik	chr10	-	4	695
4930405A21Rik	chr2	-	4	995
4930406D18Rik	chr3	+	3	691
4930407I10Rik	chr15	+	2	4673
4930408F14Rik	chrX	-	1	778
4930412B13Rik	chr2	+	6	1276
4930412C18Rik	chr4	+	4	3969
4930412F15Rik	chr4	-	7	1763
4930412O13Rik	chr2	+	5	4039
4930413E15Rik	chr5	+	5	1290
4930414N06Rik	chr19	-	3	610
4930415F15Rik	chr11	+	6	753
4930415L06Rik	chrX	-	2	2618
4930415O20Rik	chr15	+	4	566
4930417G10Rik	chr12	-	8	2833
4930417O13Rik	chr6	+	4	1093
4930419G24Rik	chr3	+	8	1058
4930420K17Rik	chr5	+	5	988
4930422G04Rik	chr3	+	26	7048
4930423M02Rik	chr4	+	5	1205
4930425K10Rik	chr5	-	4	741
4930425O10Rik	chr3	-	4	1418
4930426L09Rik	chr2	+	1	1486
4930427A07Rik	chr12	+	8	3355
4930428D18Rik	chrX	+	3	1103
4930428E23Rik	chrX	-	5	703
4930428G15Rik	chr9	+	3	807
4930429B21Rik	chr3	+	1	1950
4930429D17Rik	chr5	-	7	1624
4930429F11Rik	chr17	-	2	1616
4930429F24Rik	chr9	+	3	1520
4930430A15Rik	chr2	-	16	1838
4930430D24Rik	chrX	-	5	1194
4930430F08Rik	chr10	-	7	2419
4930430J02Rik	chr9	+	3	448
4930431A04Rik	chr6	-	6	645
4930432K09Rik	chr5	+	6	1325
4930432K21Rik	chr8	+	9	2494
4930433B08Rik	chr3	-	4	646
4930433I11Rik	chr7	+	2	2022
4930433N12Rik	chr9	-	5	1382
4930435E12Rik	chr16	-	4	1368
4930440C22Rik	chr1	+	4	1565
4930441J16Rik	chr2	-	5	516
4930441O14Rik	chr13	+	3	2908
4930442J19Rik	chr2	+	6	1466
4930442L01Rik	chr3	-	2	2051
4930443G12Rik	chr3	+	10	1538
4930443O20Rik	chr2	-	3	1443
4930444A02Rik	chr8	-	5	3601
4930444F02Rik	chr10	-	6	2928
4930444G20Rik	chr10	-	1	1773
4930444P10Rik	chr1	-	5	717
4930447C04Rik	chr12	-	18	1910
4930448H16Rik	chr5	+	5	604
4930448I06Rik	chr1	-	3	573
4930448I18Rik	chr5	+	3	733
4930448K20Rik	chr4	-	1	1433
4930449I24Rik	chr5	+	5	1168
4930451C15Rik	chr16	-	9	2231
4930451I11Rik	chr7	-	4	475
4930452B06Rik	chr14	-	16	2751
4930452N14Rik	chr1	-	4	613
4930453N24Rik	chr16	-	3	1331
4930455C21Rik	chr16	-	7	2077
4930455F16Rik	chr16	-	4	936
4930455F23Rik	chr1	+	6	1896
4930455H04Rik	chr3	+	3	1341
4930458L03Rik	chr13	+	3	3233
4930461G14Rik	chr9	+	3	780
4930465A12Rik	chr4	-	5	643
4930465K10Rik	chr18	+	1	1262
4930467E23Rik	chr8	+	10	2589
4930468A15Rik	chrX	-	2	1003
4930469G21Rik	chr1	-	2	954
4930470P17Rik	chr2	-	2	1395
4930471G03Rik	chr18	+	2	669
4930471I20Rik	chr2	-	4	629
4930471M23Rik	chr5	+	6	3082
4930473A02Rik	chr2	-	9	1409
4930473A06Rik	chr4	+	26	4525
4930474M22Rik	chr17	-	3	613
4930474N05Rik	chr14	+	3	839
4930474N09Rik	chr12	-	2	1176
4930478L05Rik	chr16	+	3	1880
4930479M11Rik	chr7	-	2	699
4930480E11Rik	chrX	+	1	1297
4930480G23Rik	chr4	-	5	1259
4930481A15Rik	chr19	+	5	2106
4930483J18Rik	chr15	+	2	1094
4930486F22Rik	chr10	+	3	563
4930486L24Rik	chr13	-	8	1373
4930487H11Rik	chr1	-	3	895
4930488B22Rik	chr1	+	3	1722
4930488L21Rik	chr8	-	1	1862
4930500J02Rik	chr2	+	4	1145
4930500L23Rik	chr5	+	4	745
4930502A04Rik	chr9	-	4	865
4930502E18Rik	chrX	+	5	1203
4930503B20Rik	chr3	-	2	1014
4930503E14Rik	chr14	-	4	1289
4930503E24Rik	chr10	+	4	1333
4930503H13Rik	chrX	+	1	635
4930503L19Rik	chr18	-	9	2291
4930503O07Rik	chr1	-	3	578
4930504O13Rik	chr11	-	4	598
4930505A04Rik	chr11	-	5	925
4930506M07Rik	chr19	-	17	4081
4930507D05Rik	chr10	+	1	2194
4930509J09Rik	chr3	-	8	1526
4930509K18Rik	chr4	+	3	1810
4930511E03Rik	chr6	+	8	2232
4930511I11Rik	chr17	+	6	1103
4930511M06Rik	chr18	-	5	3432
4930511M11Rik	chr5	+	11	1680
4930512B01Rik	chr12	+	8	1421
4930513N10Rik	chr8	+	4	2803
4930515B02Rik	chr4	+	3	593
4930515G01Rik	chr5	-	1	1251
4930515G16Rik	chr6	-	1	466
4930515L03Rik	chr2	-	4	485
4930517E11Rik	chr2	-	3	1457
4930519F09Rik	chr10	-	1	1545
4930519F16Rik	chrX	-	4	1166
4930519F24Rik	chr9	+	3	577
4930519G04Rik	chr5	+	12	2041
4930520O04Rik	chr9	+	4	1255
4930521A18Rik	chr1	+	1	1449
4930521E06Rik	chr1	-	3	906
4930522H14Rik	chr4	-	6	968
4930522O17Rik	chr4	+	3	452
4930523C07Rik	chr1	+	4	5390
4930523O13Rik	chr15	-	9	1298
4930524B15Rik	chr11	+	5	1959
4930524E20Rik	chrX	+	2	743
4930524L23Rik	chrX	+	3	3456
4930524O08Rik	chr9	+	6	1451
4930525D18Rik	chr9	-	6	936
4930525F21Rik	chr2	-	16	1599
4930526D03Rik	chr2	-	4	716
4930526I15Rik	chr9_random	+	3	1465
4930528A17Rik	chr4	-	1	2122
4930528F23Rik	chr17	+	14	1703
4930528P14Rik	chr2	-	3	507
4930529C04Rik	chr3	+	1	3531
4930529F22Rik	chr8	+	2	2589
4930529K09Rik	chr14	+	4	622
4930529L06Rik	chr16	+	3	297
4930529M08Rik	chr2	+	7	1561
4930533B01Rik	chr2	-	6	1029
4930533P14Rik	chr1	-	3	583
4930534B04Rik	chr12	-	26	4807
4930538K18Rik	chr4	-	7	1504
4930539C22Rik	chr3	-	9	970
4930539E08Rik	chr17	-	12	4594
4930539J05Rik	chr3	-	3	497
4930539M17Rik	chr3	+	3	848
4930539N22Rik	chr3	-	4	1077
4930540M03Rik	chr9	+	5	433
4930542C21Rik	chr16	+	4	954
4930542D17Rik	chr16	+	5	1362
4930542N07Rik	chrX	+	3	963
4930544D05Rik	chr11	+	4	653
4930544G11Rik	chr6	+	1	1444
4930544O15Rik	chr4	-	2	818
4930545L23Rik	chr2	-	6	2502
4930546C10Rik	chr18	-	7	2322
4930546K05Rik	chr9	-	7	3539
4930547C10Rik	chr4	+	2	2401
4930547E08Rik	chr2	-	4	541
4930547E14Rik	chr16	+	3	549
4930547N16Rik	chr10	-	11	3628
4930548H24Rik	chr5	+	2	1427
4930548K13Rik	chr4	-	3	561
4930549C01Rik	chr4	+	2	670
4930550C14Rik	chr9	+	9	1237
4930550L24Rik	chrX	+	2	1572
4930552N02Rik	chr4	+	4	1188
4930553E22Rik	chr16	+	3	539
4930554C24Rik	chr9	+	5	1084
4930555B11Rik	chr2	+	4	1533
4930555G01Rik	chr14	+	5	2065
4930555I21Rik	chr4	+	9	2380
4930556C24Rik	chr16	+	4	907
4930556G01Rik	chr4	+	7	891
4930557A04Rik	chrX	+	1	550
4930557J02Rik	chr5	+	4	1075
4930558C23Rik	chr3	-	2	734
4930558J18Rik	chr1	-	4	2052
4930558K02Rik	chr1	-	8	1164
4930562C15Rik	chr16	+	16	3829
4930562F07Rik	chr1	-	4	887
4930563D23Rik	chr16	-	1	2679
4930563E22Rik	chr11	+	1	3313
4930563F08Rik	chr5	+	3	515
4930564K09Rik	chr3	+	6	3448
4930565A17	chr10	+	3	1131
4930565D16Rik	chr3	-	4	1112
4930565N06Rik	chr16	-	3	2416
4930567H12Rik	chr8	+	3	955
4930567H17Rik	chrX	-	1	840
4930567J20Rik	chr16	+	3	709
4930568D16Rik	chr2	-	6	1227
4930568E12Rik	chr9	-	4	781
4930568G15Rik	chr1	-	5	998
4930570G19Rik	chr3	-	6	4170
4930571K23Rik	chr7	+	1	2153
4930572J05Rik	chr15	+	2	1488
4930573O16Rik	chr2	+	4	407
4930578C19Rik	chrX	-	5	1799
4930578I06Rik	chr14	-	4	1033
4930578N16Rik	chr2	-	9	1731
4930578N18Rik	chr16	+	3	511
4930579C15Rik	chr4	-	8	1228
4930579F01Rik	chr3	-	8	1715
4930579G18Rik	chr14	+	6	1461
4930579G22Rik	chr5	+	3	628
4930579G24Rik	chr3	+	2	1969
4930579J09Rik	chr19	-	14	1458
4930579K19Rik	chr9	-	1	1152
4930581F22Rik	chr9	+	6	2402
4930583H14Rik	chr3	-	4	1429
4930583K01Rik	chr7	+	2	883
4930583P06Rik	chr2	-	3	733
4930584F24Rik	chr5	-	5	1188
4930588N13Rik	chr5	+	7	1094
4930590J08Rik	chr6	+	20	3395
4930590L20Rik	chr1	-	4	551
4930592I03Rik	chr18	-	3	987
4930593C16Rik	chr9	-	3	583
4930594C11Rik	chr1	-	1	2755
4930595M18Rik	chrX	-	4	2645
4930596D02Rik	chr14	-	3	1162
4930596M17Rik	chr9	+	4	726
4930598F16Rik	chr1	-	4	761
4931402G19Rik	chr2	-	5	2258
4931403G20Rik	chr12	+	4	1852
4931406B18Rik	chr7	-	8	3970
4931406C07Rik	chr9	-	10	2981
4931406H21Rik	chr14	+	1	3858
4931406P16Rik	chr7	-	13	5808
4931407G18Rik	chr5	+	2	1490
4931408A02Rik	chr16	+	8	2142
4931408C20Rik	chr1	-	2	4331
4931408D14Rik	chr19	-	4	3237
4931409K22Rik	chr5	-	18	3160
4931414P19Rik	chr14	-	7	2585
4931417E11Rik	chr6	-	1	1086
4931417G12Rik	chr6	-	4	1358
4931419H13Rik	chr3	+	8	973
4931420L22Rik	chr16	+	4	774
4931423N10Rik	chr2	+	11	1842
4931428F04Rik	chr8	-	8	3553
4931428L18Rik	chr1	-	3	1094
4931429I11Rik	chr9	-	9	3068
4931429L15Rik	chr9	-	13	2037
4931429P17Rik	chr13	-	8	2012
4931431F19Rik	chr7	-	1	1911
4931440F15Rik	chr11	-	1	3274
4931440L10Rik	chr1	-	3	1457
4931440P22Rik	chr3	-	2	1859
4932411E22Rik	chr11	-	4	2665
4932411G14Rik	chr13	-	4	3827
4932411N23Rik	chrX	-	1	3404
4932412D23Rik	chr16	-	6	4820
4932412H11Rik	chr5	+	6	2951
4932413F04Rik	chr9	+	3	2765
4932414J04Rik	chr11	-	9	3061
4932414N04Rik	chr2	+	29	3643
4932415G12Rik	chr10	-	3	4135
4932415M13Rik	chr17	+	1	1983
4932416H05Rik	chr2	-	1	3091
4932418E24Rik	chr2	-	10	3147
4932425I24Rik	chr16	-	17	2765
4932429P05Rik	chrX	+	2	3093
4932435O22Rik	chr11	-	3	3402
4932438A13Rik	chr3	+	86	15883
4932438H23Rik	chr16	-	3	2684
4932441B19Rik	chr13	+	4	3390
4932441J04Rik	chr5	-	5	726
4932443I19Rik	chr8	+	4	781
4933400A11Rik	chrX	-	3	1230
4933400C05Rik	chr11	-	5	1112
4933400C23	chr9	+	5	1708
4933400F21Rik	chr1	-	4	3611
4933401B06Rik	chrX	+	1	1219
4933401H06Rik	chr3	-	5	937
4933402E13Rik	chrX	+	5	2025
4933402J07Rik	chr8	+	6	1023
4933402J10Rik	chr5	-	5	1176
4933402N03Rik	chr7	-	3	1161
4933402N22Rik	chr5	+	5	1108
4933402P03Rik	chr11	-	3	1615
4933403F05Rik	chr18	-	4	9653
4933403G14Rik	chr8	+	1	3548
4933403O03Rik	chr10	-	2	1486
4933403O08Rik	chrX	+	3	1520
4933404M02Rik	chr2	+	13	1749
4933404O12Rik	chr5	+	4	3970
4933405L10Rik	chr8	+	4	1124
4933405O20Rik	chr7	+	1	1339
4933406C10Rik	chr12	-	6	1633
4933406D12Rik	chr2	+	4	737
4933406F09Rik	chr14	+	2	1293
4933406I18Rik	chr7	-	8	1650
4933406J08Rik	chr2	+	7	2111
4933406K04Rik	chr12	-	8	1353
4933406M09Rik	chr1	+	4	1770
4933407C03Rik	chr8	+	22	4734
4933407H18Rik	chr5	+	14	7326
4933407I05Rik	chr9	+	3	796
4933407K13Rik	chrX	-	9	3376
4933407L21Rik	chr1	+	3	1148
4933407P14Rik	chr11	+	2	2675
4933408B17Rik	chr18	-	6	2362
4933409G03Rik	chr2	+	17	1339
4933409K07Rik	chr4	-|+	10	9102
4933409K07Rik	chrUn_random	+	5	4552
4933411G11Rik	chr5	+	8	2158
4933411K16Rik	chr19	+	1	1401
4933411K20Rik	chr8	+	4	4523
4933412E12Rik	chr10	+	4	1724
4933412E24Rik	chr15	-	1	1753
4933413G19Rik	chr6	+	3	1092
4933413J09Rik	chr14	+	8	3387
4933415F23Rik	chr1	-	1	1780
4933416C03Rik	chr10	-	1	2254
4933416E03Rik	chr2	+	7	1127
4933416I08Rik	chrX	+	5	1262
4933417A18Rik	chr13	+	5	1044
4933417E11Rik	chr1	-	3	1093
4933417G07Rik	chr3	+	1	961
4933421E11Rik	chr3	+	5	3506
4933421I07Rik	chr7	-	4	1373
4933421O10Rik	chr4	-	2	3850
4933422A05Rik	chr9	+	5	1356
4933422H20Rik	chr11	+	8	1932
4933424B01Rik	chr6	-	18	3059
4933424G06Rik	chr1	+	9	1127
4933425H06Rik	chr6	+	3	904
4933425L06Rik	chr13	+	8	2157
4933425O20Rik	chr2	+	2	1139
4933426D04Rik	chr5	+	7	990
4933426M11Rik	chr12	+	7	5065
4933427D06Rik	chr6	+	4	2621
4933427D14Rik	chr11	-	19	4332
4933427E11Rik	chr15	+	1	1214
4933427G17Rik	chr7	+	8	1883
4933428C19Rik	chr4	-	7	818
4933429O19Rik	chr14	+	4	1629
4933430H15Rik	chr3	-	15	3988
4933430I17Rik	chr4	+	15	1783
4933431E20Rik	chr3	-	3	5407
4933432B09Rik	chr15	-	18	5187
4933432G23Rik	chr9	+	5	837
4933432I09Rik	chr16	-	4	1536
4933433C11Rik	chr2	-	6	1430
4933433G15Rik	chr9	+	4	1153
4933433P14Rik	chr12	+	3	2786
4933434E20Rik	chr3	+	7	1912
4933434I20Rik	chr8	+	11	1292
4933436C20Rik	chr8	-	7	1243
4933436E23Rik	chr1	+	9	1111
4933436I01Rik	chrX	-	2	1426
4933437F05Rik	chr12	-	8	1412
4933438B17Rik	chr5	+	7	1163
4933439C10Rik	chr11	+	5	1877
4933439F18Rik	chr11	+	6	4400
4933439K11Rik	chr1	-	3	941
5031410I06Rik	chr5	-	5	2947
5031414D18Rik	chr14	+	14	2651
5031425E22Rik	chr5	-	1	2546
5031425F14Rik	chr2	+	3	1636
5031426D15Rik	chr2	-	1	6021
5031434O11Rik	chr3	+	5	718
5031439G07Rik	chr15	-	10	5032
5033403H07Rik	chr5	-	3	479
5033404E19Rik	chr1	+	1	709
5033406O09Rik	chr12	-	3	1729
5033411D12Rik	chr13	-	14	1723
5033414D02Rik	chr19	-	6	843
5133401N09Rik	chr13	+	5	1511
5330411J11Rik	chr2	-	3	1644
5330413P13Rik	chr2	-	3	3631
5330417C22Rik	chr3	-	21	3326
5330426P16Rik	chr16	-	2	1815
5330434G04Rik	chrX	-	5	3449
5330437I02Rik	chr18	+	15	3431
5330439B14Rik	chr6	+	2	1392
5430402E10Rik	chrX	+	7	798
5430402O13Rik	chr6	+	4	1007
5430405G05Rik	chr2	+	2	1435
5430405H02Rik	chr2	-	3	1509
5430407P10Rik	chr2	-	4	3625
5430411K18Rik	chr18	+	44	9672
5430416N02Rik	chr5	-	5	626
5430416O09Rik	chr4	+	2	4086
5430417L22Rik	chr2	+	1	3046
5430419D17Rik	chr7	+	23	2928
5430421F17Rik	chr8	-	3	2295
5430421N21Rik	chr15	-	9	1757
5430425J12Rik	chr13	+	2	1535
5430427O19Rik	chrX	+	2	3835
5430434I15Rik	chr3	-	3	1257
5430435G22Rik	chr1	+	6	2523
5430437P03Rik	chr8	+	9	1592
5530400C23Rik	chr6	+	4	647
5530401A14Rik	chr11	+	5	1838
5530601H04Rik	chrX	-	5	3732
5730403B10Rik	chr16	-	6	3898
5730403I07Rik	chr9	-	4	2031
5730405O15Rik	chrX	+	3	887
5730408K05Rik	chr19	-	1	384
5730409E04Rik	chr4	+	2	2855
5730416F02Rik	chrX	+	1	812
5730419I09Rik	chr6	-	27	4468
5730422E09Rik	chr5	-	4	1740
5730437N04Rik	chr17	-	4	971
5730455O13Rik	chr19	-	14	1398
5730455P16Rik	chr11	-	10	4536
5730457N03Rik	chr6	-	4	2916
5730469M10Rik	chr14	-	6	1537
5730494M16Rik	chr18	-	9	6805
5730494N06Rik	chr2	-	4	1593
5730507C01Rik	chr12	+	4	2542
5730508B09Rik	chr3	-	2	1603
5730522E02Rik	chr11	-	6	1520
5730528L13Rik	chr4	+	5	1841
5730559C18Rik	chr1	-	10	3013
5730577I03Rik	chr9	+	3	2355
5730590G19Rik	chr7	+	22	7196
5830403L16Rik	chr1	-	1	1654
5830405N20Rik	chr10	+	9	1694
5830411N06Rik	chr7	+	13	3967
5830415F09Rik	chr4	-	6	1558
5830416P10Rik	chr19	-	10	5292
5830417I10Rik	chr3	+	18	9833
5830418K08Rik	chr9	-	27	7371
5830418P13Rik	chr9	+	6	2178
5830428M24Rik	chr12	-	5	1037
5830432E09Rik	chr7	-	3	1494
5830433M19Rik	chr4	-	6	2109
5930412G12Rik	chr5	-	6	2405
5930416I19Rik	chr6	-	4	1957
5930434B04Rik	chr2	+	6	3474
6030405A18Rik	chr3	-	3	3085
6030408B16Rik	chr15	+	2	1967
6030419C18Rik	chr9	+	3	2139
6030422M02Rik	chr1	+	15	2553
6030429G01Rik	chr7	-	12	2189
6030446N20Rik	chr18	-	15	2535
6030458C11Rik	chr15	-	9	5474
6030466F02Rik	chr8	+	4	1434
6030468B19Rik	chr11	+	6	1078
6030498E09Rik	chrX	+	4	1184
6230400D17Rik	chr14	-	1	1088
6230409E13Rik	chr4	+	6	9342
6230427J02Rik	chr9	-	2	1061
6330403A02Rik	chr1	-	4	6557
6330403K07Rik	chr11	-	2	1598
6330406I15Rik	chr5	+	5	2876
6330407A03Rik	chr4	+	1	1843
6330407J23Rik	chr10	+	7	3946
6330408A02Rik	chr7	-	4	3348
6330409N04Rik	chr14	-	5	1690
6330410L21Rik	chr3	+	5	3869
6330416G13Rik	chr4	+	10	3630
6330439K17Rik	chr2	-	21	6831
6330503K22Rik	chr7	+	16	5008
6330512M04Rik	chr7	-	4	3230
6330527O06Rik	chr2	+	6	1955
6330545A04Rik	chr4	+	6	951
6330549D23Rik	chr3	-	2	2828
6330578E17Rik	chr1	-	3	3862
6430411K18Rik	chr12	+	1	1317
6430527G18Rik	chr12	-	1	4112
6430531B16Rik	chr7	-	7	1161
6430548G04	chr2	-	7	4020
6430548M08Rik	chr8	+	14	6284
6430550D23Rik	chr2	-	7	1971
6430562O15Rik	chr13	-	2	1721
6430571L13Rik	chr9	+	6	2552
6430573F11Rik	chr8	+	4	1825
6430598A04Rik	chr5	-	6	3501
6430704M03Rik	chr4	-	5	3854
6430706D22Rik	chr1	-	5	3638
6530401N04Rik	chr12	-	3	2564
6530402F18Rik	chr2	-	2	4292
6530411M01Rik	chr17	-	3	1219
6530418L21Rik	chr3	+	3	4781
6720401G13Rik	chrX	-	24	6565
6720456B07Rik	chr6	+	3	1095
6720456H20Rik	chr14	+	16	5218
6720463M24Rik	chr14	+	12	2293
6720468P15Rik	chr19	+	4	1785
6720483E21Rik	chr1	-	4	1120
