geneName	geneChromosome	strand	exonNumber	geneLength
ANTXR1	chr2	+	20	7123
ANTXR2	chr4	-	17	8155
ANTXRL	chr10	+	20	2129
ANUBL1	chr10	-	10	3700
ANXA1	chr9	+	13	1399
ANXA10	chr4	+	12	1447
ANXA11	chr10	-	17	2730
ANXA13	chr8	-	12	1593
ANXA2	chr15	-	15	1812
ANXA2P1	chr4	-	1	1343
ANXA2P2	chr9	+	1	1310
ANXA2P3	chr10	+	1	1350
ANXA3	chr4	+	13	1618
ANXA4	chr2	+	13	2142
ANXA5	chr4	-	13	1599
ANXA6	chr5	-	27	3115
ANXA7	chr10	-	14	2204
ANXA8	chr10	-|+	24	4082
ANXA8L1	chr10	-|+	24	3908
ANXA8L2	chr10	+	12	2029
ANXA9	chr1	+	14	1824
AOAH	chr7	-	22	2557
AOC2	chr17	+	4	2665
AOC3	chr17	+	4	4025
AOC4	chr17	+	1	2073
AOX1	chr2	+	35	4933
AOX2P	chr2	+	31	3733
AP1AR	chr4	+	10	2908
AP1B1	chr22	-	23	4178
AP1B1P1	chr22	+	4	827
AP1G1	chr16	-	24	6848
AP1G2	chr14	-	22	2876
AP1M1	chr19	+	13	2391
AP1M2	chr19	-	12	1751
AP1S1	chr7	+	5	1297
AP1S2	chrX	-	5	2283
AP1S3	chr2	-	5	4002
AP2A1	chr19	+	24	3499
AP2A2	chr11	+	22	4656
AP2B1	chr17	+	22	5763
AP2M1	chr3	+	11	1941
AP2S1	chr19	-	5	890
AP3B1	chr5	-	27	3986
AP3B2	chr15	-	26	3705
AP3D1	chr19	-	32	5014
AP3M1	chr10	-	10	5253
AP3M2	chr8	+	10	3670
AP3S1	chr5	+	6	1289
AP3S2	chr15	-	7	6053
AP4B1	chr1	-	11	2484
AP4E1	chr15	+	21	6682
AP4M1	chr7	+	15	1868
AP4S1	chr14	+	7	2308
APAF1	chr12	+	27	7191
APBA1	chr9	-	13	6584
APBA2	chr15	+	14	3637
APBA3	chr19	-	11	2158
APBB1	chr11	-	15	2711
APBB1IP	chr10	+	15	2637
APBB2	chr4	-	19	9189
APBB3	chr5	-	12	2158
APC	chr5	+	18	11216
APC2	chr19	+	15	10151
APCDD1	chr18	+	5	2562
APCDD1L	chr20	-	4	3112
APCS	chr1	+	2	931
APEH	chr3	+	22	2758
APEX1	chr14	+	5	1548
APEX2	chrX	+	6	1977
APH1A	chr1	-	6	2189
APH1B	chr15	+	6	4193
API5	chr11	+	15	3830
APIP	chr11	-	7	1258
APITD1	chr1	+	6	1898
APITD1-CORT	chr1	+	6	1974
APLF	chr2	+	10	3849
APLN	chrX	-	3	3224
APLNR	chr11	-	1	3876
APLP1	chr19	+	17	2450
APLP2	chr11	+	18	3812
APOA1	chr11	-	4	897
APOA1BP	chr1	+	6	1121
APOA2	chr1	-	4	473
APOA4	chr11	-	3	1460
APOA5	chr11	-	4	1932
APOB	chr2	-	29	14121
APOBEC1	chr12	-	5	892
APOBEC2	chr6	+	3	1634
APOBEC3A	chr22	+	6	1792
APOBEC3B	chr22	+	8	1536
APOBEC3C	chr22	+	4	1109
APOBEC3D	chr22	+	7	2503
APOBEC3F	chr22	+	8	5031
APOBEC3G	chr22	+	8	1834
APOBEC3H	chr22	+	6	1143
APOBEC4	chr1	-	2	2778
APOBR	chr16	+	4	3792
APOC1	chr19	+	4	461
APOC1P1	chr19	+	3	939
APOC2	chr19	+	4	729
APOC3	chr11	+	4	533
APOC4	chr19	+	3	615
APOC4-APOC2	chr19	+	6	1829
APOD	chr3	-	5	1130
APOE	chr19	+	4	1180
APOF	chr12	-	2	1689
APOH	chr17	-	8	1201
APOL1	chr22	+	7	3056
APOL2	chr22	-	6	2768
APOL3	chr22	-	6	4099
APOL4	chr22	-	6	3415
APOL5	chr22	+	5	1437
APOL6	chr22	+	3	10139
APOLD1	chr12	+	3	4825
APOM	chr6	+	6	761
APOM	chr6_cox_hap2	+	6	761
APOM	chr6_dbb_hap3	+	6	761
APOM	chr6_mann_hap4	+	6	761
APOM	chr6_mcf_hap5	+	6	761
APOM	chr6_qbl_hap6	+	6	761
APOM	chr6_ssto_hap7	+	6	72
APOO	chrX	-	9	1129
APOOL	chrX	+	9	6468
APP	chr21	-	20	4015
APPBP2	chr17	-	13	6468
APPL1	chr3	+	22	6060
APPL2	chr12	-	21	3230
APRT	chr16	-	5	807
APTX	chr9	-	9	2376
AQP1	chr7	+	6	3172
AQP10	chr1	+	6	1791
AQP11	chr11	+	3	2153
AQP12A	chr2	+	4	1084
AQP12B	chr2	-	3	1114
AQP2	chr12	+	4	4179
AQP3	chr9	-	6	1822
AQP4	chr18	-	5	5217
AQP5	chr12	+	4	1821
AQP6	chr12	+	4	2654
AQP7	chr9	-	8	1256
AQP7P1	chr9	-	4	3180
AQP7P3	chr9	+	4	529
AQP8	chr16	+	6	1308
AQP9	chr15	+	6	3021
AQPEP	chr5	+	20	4621
AQR	chr15	-	35	5080
AR	chrX	+	9	4496
ARAF	chrX	+	16	2479
ARAP1	chr11	-	36	5646
ARAP2	chr4	-	33	7362
ARAP3	chr5	-	33	5262
ARC	chr8	-	3	2943
ARCN1	chr11	+	10	4015
AREG	chr4	+	12	2476
ARF1	chr1	+	6	2198
ARF3	chr12	-	5	3537
ARF4	chr3	-	6	1740
ARF5	chr7	+	6	1096
ARF6	chr14	+	2	3939
ARFGAP1	chr20	+	14	3280
ARFGAP2	chr11	-	16	3022
ARFGAP3	chr22	-	16	2833
ARFGEF1	chr8	-	39	7212
ARFGEF2	chr20	+	39	9004
ARFIP1	chr4	+	9	3090
ARFIP2	chr11	-	8	3846
ARFRP1	chr20	-	7	2615
ARG1	chr6	+	8	1447
ARG2	chr14	+	8	1980
ARGFX	chr3	+	5	5065
ARGFXP2	chr17	-	1	1204
ARGLU1	chr13	-	4	1751
ARHGAP1	chr11	-	13	3344
ARHGAP10	chr4	+	23	3056
ARHGAP11A	chr15	+	12	5882
ARHGAP11B	chr15	+	7	1017
ARHGAP12	chr10	-	20	4172
ARHGAP15	chr2	+	14	1759
ARHGAP17	chr16	-	20	3478
ARHGAP18	chr6	-	15	3499
ARHGAP19	chr10	-	12	5480
ARHGAP19-SLIT1	chr10	-	15	1916
ARHGAP20	chr11	-	16	6189
ARHGAP21	chr10	-	26	7167
ARHGAP22	chr10	-	10	2749
ARHGAP23	chr17	+	24	5906
ARHGAP24	chr4	+	12	5682
ARHGAP25	chr2	+	11	3411
ARHGAP26	chr5	+	23	9041
ARHGAP27	chr17	-	21	5027
ARHGAP27	chr17_ctg5_hap1	-	21	492
ARHGAP28	chr18	+	17	5531
ARHGAP29	chr1	-	23	9117
ARHGAP30	chr1	-	12	4425
ARHGAP31	chr3	+	12	8079
ARHGAP32	chr11	-	23	10446
ARHGAP33	chr19	+	21	4401
ARHGAP35	chr19	+	6	8888
ARHGAP36	chrX	+	12	3087
ARHGAP39	chr8	-	13	5143
ARHGAP4	chrX	-	23	3372
ARHGAP40	chr20	+	15	2838
ARHGAP42	chr11	+	24	4752
ARHGAP44	chr17	+	21	4256
ARHGAP5	chr14	+	7	9604
ARHGAP6	chrX	-	14	5991
ARHGAP8	chr22	+	13	1725
ARHGAP9	chr12	-	19	2975
ARHGDIA	chr17	-	7	2185
ARHGDIB	chr12	-	6	1216
ARHGDIG	chr16	+	6	942
ARHGEF1	chr19	+	30	3328
ARHGEF10	chr8	+	29	5591
ARHGEF10L	chr1	+	29	4494
ARHGEF11	chr1	-	41	6889
ARHGEF12	chr11	+	41	9829
ARHGEF15	chr17	+	17	4246
ARHGEF16	chr1	+	15	2904
ARHGEF17	chr11	+	21	7813
ARHGEF18	chr19	+	21	5876
ARHGEF19	chr1	-	16	3029
ARHGEF2	chr1	-	23	4291
ARHGEF25	chr12	+	17	2803
ARHGEF26	chr3	+	15	5181
ARHGEF26-AS1	chr3	-	4	2598
ARHGEF3	chr3	-	15	4622
ARHGEF33	chr2	+	16	4304
ARHGEF35	chr7	-	2	2474
ARHGEF37	chr5	+	13	4865
ARHGEF38	chr4	+	14	6091
ARHGEF4	chr2	+	13	4257
ARHGEF40	chr14	+	24	5458
ARHGEF5	chr7	+	15	5488
ARHGEF6	chrX	-	22	5269
ARHGEF7	chr13	+	24	8780
ARHGEF9	chrX	-	11	5881
ARID1A	chr1	+	20	8585
ARID1B	chr6	+	20	9638
ARID2	chr12	+	21	8466
ARID3A	chr19	+	9	2810
ARID3B	chr15	+	9	4241
ARID3C	chr9	-	7	1239
ARID4A	chr14	+	24	5772
ARID4B	chr1	-	25	6395
ARID5A	chr2	+	7	2206
ARID5B	chr10	+	10	7941
ARIH1	chr15	+	14	5251
ARIH2	chr3	+	16	4062
ARL1	chr12	-	6	3210
ARL10	chr5	+	4	2405
ARL11	chr13	+	2	3760
ARL13A	chrX	+	9	1537
ARL13B	chr3	+	10	3992
ARL14	chr3	+	1	1288
ARL15	chr5	-	5	2486
ARL16	chr17	-	5	1207
ARL17A	chr17	-	12	11448
ARL17A	chr17_ctg5_hap1	+|-	15	1674
ARL17B	chr17	-	5	865
ARL17B	chr17_ctg5_hap1	+	5	84
ARL2	chr11	+	5	980
ARL2BP	chr16	+	6	2100
ARL2-SNX15	chr11	+	11	2463
ARL3	chr10	-	6	3874
ARL4A	chr7	+	3	3428
ARL4C	chr2	-	1	4008
ARL4D	chr17	+	2	1585
ARL5A	chr2	-	6	3169
ARL5B	chr10	+	6	3589
ARL5C	chr17	-	6	941
ARL6	chr3	+	10	1453
ARL6IP1	chr16	-	6	2264
ARL6IP4	chr12	+	5	1456
ARL6IP5	chr3	+	3	2128
ARL6IP6	chr2	+	4	2810
ARL8A	chr1	-	7	2345
ARL8B	chr3	+	7	2985
ARL9	chr4	+	4	836
ARMC1	chr8	-	7	3042
ARMC10	chr7	+	7	2629
ARMC2	chr6	+	18	3413
ARMC3	chr10	+	19	2808
ARMC4	chr10	-	20	3572
ARMC5	chr16	+	4	4673
ARMC6	chr19	+	9	2488
ARMC7	chr17	+	3	2126
ARMC8	chr3	+	23	5590
ARMC9	chr2	+	21	2218
ARMCX1	chrX	+	4	2133
ARMCX2	chrX	-	6	2890
ARMCX3	chrX	+	6	3465
ARMCX4	chrX	+	16	5408
ARMCX5	chrX	+	5	3048
ARMCX5-GPRASP2	chrX	+	7	3940
ARMCX6	chrX	-	4	1936
ARMS2	chr10	+	2	808
ARNT	chr1	-	22	4887
ARNT2	chr15	+	19	6558
ARNTL	chr11	+	21	2866
ARNTL2	chr12	+	17	1930
ARPC1A	chr7	+	10	1607
ARPC1B	chr7	+	10	1531
ARPC2	chr2	+	11	1514
ARPC3	chr12	-	7	884
ARPC4	chr3	+	6	2081
ARPC4-TTLL3	chr3	+	12	3987
ARPC5	chr1	-	4	1982
ARPC5L	chr9	+	4	1025
ARPM1	chr3	-	2	2003
ARPP19	chr15	-	3	5162
ARPP21	chr3	+	23	5420
ARR3	chrX	+	17	1309
ARRB1	chr11	-	16	7522
ARRB2	chr17	+	15	1919
ARRDC1	chr9	+	8	1598
ARRDC2	chr19	+	9	2942
ARRDC3	chr5	-	8	4161
ARRDC4	chr15	+	8	4067
ARRDC5	chr19	-	3	1638
ARSA	chr22	-	8	4315
ARSB	chr5	-	9	6675
ARSD	chrX	-	10	5183
ARSE	chrX	-	11	2220
ARSF	chrX	+	13	2349
ARSG	chr17	+	12	2770
ARSH	chrX	+	9	1689
ARSI	chr5	-	2	3167
ARSJ	chr4	-	2	4678
ARSK	chr5	+	8	3345
ART1	chr11	+	5	1312
ART3	chr4	+	13	1709
ART4	chr12	-	3	1371
ART5	chr11	-	4	1562
ARTN	chr1	+	5	1944
ARV1	chr1	+	6	1445
ARVCF	chr22	-	20	4036
ARX	chrX	-	5	2874
AS3MT	chr10	+	11	2466
ASAH1	chr8	-	16	2962
ASAH2	chr10	-	20	2418
ASAH2B	chr10	+	6	632
ASAP1	chr8	-	29	6042
ASAP1-IT1	chr8	-	1	1179
ASAP2	chr2	+	28	5717
ASAP3	chr1	-	25	4152
ASB1	chr2	+	5	6833
ASB10	chr7	-	7	2315
ASB11	chrX	-	8	2978
ASB12	chrX	-	3	1293
ASB13	chr10	-	7	2808
ASB14	chr3	-	11	3207
ASB15	chr7	+	10	2706
ASB16	chr17	+	5	2139
ASB17	chr1	-	3	1107
ASB18	chr2	-	6	1401
ASB2	chr14	-	10	3332
ASB3	chr2	-	10	2818
ASB4	chr7	+	5	4322
ASB5	chr4	-	7	3029
ASB6	chr9	-	6	4622
ASB7	chr15	+	6	5130
ASB8	chr12	-	4	2613
ASB9	chrX	-	7	2058
ASB9P1	chr15	+	1	1625
ASCC1	chr10	-	14	2637
ASCC2	chr22	-	20	2823
ASCC3	chr6	-	43	10492
ASCL1	chr12	+	2	2484
ASCL2	chr11	-	2	1849
ASCL3	chr11	-	2	650
ASCL4	chr12	+	1	2260
ASF1A	chr6	+	4	2508
ASF1B	chr19	-	4	1731
ASGR1	chr17	-	9	1503
ASGR2	chr17	-	9	1544
ASH1L	chr1	-	28	11774
ASH2L	chr8	+	17	2893
ASIP	chr20	+	3	584
ASL	chr7	+	16	2118
ASMT	chrX	+	10	1419
ASMT	chrY	+	10	1419
ASMTL	chrX	-	14	2278
ASMTL	chrY	-	14	2278
ASMTL-AS1	chrX	+	6	3017
ASMTL-AS1	chrY	+	6	3017
ASNA1	chr19	+	7	1280
ASNS	chr7	-	14	2526
ASNSD1	chr2	+	6	2471
ASPA	chr17	+	7	1483
ASPDH	chr19	-	8	1257
ASPG	chr14	+	16	1972
ASPH	chr8	-	31	12033
ASPHD1	chr16	+	3	1478
ASPHD2	chr22	+	4	3313
ASPM	chr1	-	28	10888
ASPN	chr9	-	8	2524
ASPRV1	chr2	-	1	2174
ASPSCR1	chr17	+	16	1843
ASRGL1	chr11	+	7	2419
ASS1	chr9	+	16	1848
ASTE1	chr3	-	6	2662
ASTL	chr2	-	9	1296
ASTN1	chr1	-	23	7340
ASTN2	chr9	-	24	7923
ASXL1	chr20	+	13	7425
ASXL2	chr2	-	12	7174
ASXL3	chr18	+	12	7642
ASZ1	chr7	-	12	3011
ATAD1	chr10	-	10	3034
ATAD2	chr8	-	28	5564
ATAD2B	chr2	-	28	8055
ATAD3A	chr1	+	17	2807
ATAD3B	chr1	+	16	2433
ATAD3C	chr1	+	12	3859
ATAD5	chr17	+	23	6242
ATAT1	chr6	+	12	3795
ATAT1	chr6_cox_hap2	+	12	3795
ATAT1	chr6_dbb_hap3	+	12	3795
ATAT1	chr6_mann_hap4	+	12	3795
ATAT1	chr6_mcf_hap5	+	12	3795
ATAT1	chr6_qbl_hap6	+	12	3795
ATAT1	chr6_ssto_hap7	+	12	375
ATCAY	chr19	+	13	5036
ATE1	chr10	-	13	2338
ATF1	chr12	+	7	2505
ATF2	chr2	-	14	2111
ATF3	chr1	+	5	3308
ATF4	chr22	+	2	2022
ATF5	chr19	+	4	2375
ATF6	chr1	+	16	7546
ATF6B	chr6	-	18	2616
ATF6B	chr6_cox_hap2	-	18	2616
ATF6B	chr6_dbb_hap3	-	18	2616
ATF6B	chr6_mcf_hap5	-	18	2616
ATF7	chr12	-	13	7179
ATF7IP	chr12	+	15	4661
ATF7IP2	chr16	+	11	3597
ATG10	chr5	+	9	2426
ATG12	chr5	-	6	4562
ATG13	chr11	+	20	6074
ATG14	chr14	-	10	4743
ATG16L1	chr2	+	18	3405
ATG16L2	chr11	+	18	2145
ATG2A	chr11	-	41	6373
ATG2B	chr14	-	42	11099
ATG3	chr3	-	12	1242
ATG4A	chrX	+	13	2314
ATG4B	chr2	+	13	2897
ATG4C	chr1	+	11	2724
ATG4D	chr19	+	10	1896
ATG5	chr6	-	8	3244
ATG7	chr3	+	19	5051
ATG9A	chr2	-	16	3773
ATG9B	chr7	-	17	4576
ATHL1	chr11	+	14	3268
ATIC	chr2	+	16	2084
ATL1	chr14	+	15	2931
ATL2	chr2	-	13	3366
ATL3	chr11	-	13	2256
ATM	chr11	+	63	13147
ATMIN	chr16	+	4	4866
ATN1	chr12	+	11	4419
ATOH1	chr4	+	1	1065
ATOH7	chr10	-	1	1474
ATOH8	chr2	+	3	5863
ATOX1	chr5	-	4	489
ATP10A	chr15	-	21	5234
ATP10B	chr5	-	26	7566
ATP10D	chr4	+	23	6550
ATP11A	chr13	+	30	8855
ATP11B	chr3	+	30	7320
ATP11C	chrX	-	30	6118
ATP12A	chr13	+	23	3734
ATP13A1	chr19	-	26	3864
ATP13A2	chr1	-	29	3996
ATP13A3	chr3	-	32	7328
ATP13A4	chr3	-	30	4274
ATP13A5	chr3	-	30	3657
ATP1A1	chr1	+	25	4300
ATP1A1OS	chr1	-	7	2635
ATP1A2	chr1	+	23	5457
ATP1A3	chr19	-	23	3551
ATP1A4	chr1	+	22	3955
ATP1B1	chr1	+	6	2200
ATP1B2	chr17	+	7	3332
ATP1B3	chr3	+	7	1853
ATP1B4	chrX	+	8	4773
ATP2A1	chr16	+	23	3536
ATP2A2	chr12	+	20	8314
ATP2A3	chr17	-	23	4857
ATP2B1	chr12	-	21	6933
ATP2B2	chr3	-	23	8962
ATP2B3	chrX	+	21	6574
ATP2B4	chr1	+	22	8920
ATP2C1	chr3	+	30	6245
ATP2C2	chr16	+	27	3385
ATP4A	chr19	-	22	3559
ATP4B	chr13	-	7	1497
ATP5A1	chr18	-	13	1987
ATP5B	chr12	-	10	1843
ATP5C1	chr10	+	10	1146
ATP5D	chr19	+	4	996
ATP5E	chr20	-	3	439
ATP5EP2	chr13	+	1	368
ATP5F1	chr1	+	7	2101
ATP5G1	chr17	+	5	646
ATP5G2	chr12	-	5	1287
ATP5G3	chr2	-	3	3482
ATP5H	chr17	-	6	622
ATP5I	chr4	-	4	365
ATP5J	chr21	-	4	1296
ATP5J2	chr7	-	4	511
ATP5J2-PTCD1	chr7	-	9	5538
ATP5L	chr11	+	4	1391
ATP5L2	chr22	-	1	799
ATP5O	chr21	-	7	806
ATP5S	chr14	+	6	2187
ATP5SL	chr19	-	7	1829
ATP6AP1	chrX	+	10	2099
ATP6AP1L	chr5	+	4	758
ATP6AP2	chrX	+	9	2036
ATP6V0A1	chr17	+	22	4161
ATP6V0A2	chr12	+	20	6541
ATP6V0A4	chr7	-	23	3357
ATP6V0B	chr1	+	8	1022
ATP6V0C	chr16	+	4	1231
ATP6V0CP3	chr6	+	1	619
ATP6V0D1	chr16	-	8	1670
ATP6V0D2	chr8	+	8	2370
ATP6V0E1	chr5	+	4	882
ATP6V0E2	chr7	+	4	2727
ATP6V1A	chr3	+	15	4593
ATP6V1B1	chr2	+	14	1939
ATP6V1B2	chr8	+	14	3044
ATP6V1C1	chr8	+	13	5704
ATP6V1C2	chr2	+	14	3240
ATP6V1D	chr14	-	9	1806
ATP6V1E1	chr22	-	9	1405
ATP6V1E2	chr2	-	2	1979
ATP6V1F	chr7	+	3	817
ATP6V1G1	chr9	+	3	1611
ATP6V1G2	chr6	-	3	1603
ATP6V1G2	chr6_cox_hap2	-	3	1603
ATP6V1G2	chr6_dbb_hap3	-	3	1603
ATP6V1G2	chr6_mann_hap4	-	3	1603
ATP6V1G2	chr6_mcf_hap5	-	3	1603
ATP6V1G2	chr6_qbl_hap6	-	3	1603
ATP6V1G2	chr6_ssto_hap7	-	3	160
ATP6V1G2-DDX39B	chr6	-	13	2305
ATP6V1G2-DDX39B	chr6_apd_hap1	-	9	1201
ATP6V1G2-DDX39B	chr6_cox_hap2	-	13	2305
ATP6V1G2-DDX39B	chr6_dbb_hap3	-	13	2305
ATP6V1G2-DDX39B	chr6_mann_hap4	-	13	2305
ATP6V1G2-DDX39B	chr6_mcf_hap5	-	13	2305
ATP6V1G2-DDX39B	chr6_qbl_hap6	-	13	2305
ATP6V1G2-DDX39B	chr6_ssto_hap7	-	13	225
ATP6V1G3	chr1	-	5	678
ATP6V1H	chr8	-	15	2270
ATP7A	chrX	+	23	8488
ATP7B	chr13	-	21	6641
ATP8A1	chr4	-	38	8342
ATP8A2	chr13	+	37	5006
ATP8B1	chr18	-	28	5937
ATP8B2	chr1	+	29	6303
ATP8B3	chr19	-	29	5256
ATP8B4	chr15	-	28	5677
ATP8B5P	chr9	+	18	4418
ATP9A	chr20	-	28	7580
ATP9B	chr18	+	30	4357
ATPAF1	chr1	-	9	4129
ATPAF1-AS1	chr1	+	2	851
ATPAF2	chr17	-	8	1552
ATPBD4	chr15	-	10	4053
ATPIF1	chr1	+	2	1925
ATR	chr3	-	47	8251
ATRIP	chr3	+	13	2509
ATRN	chr20	+	30	8731
ATRNL1	chr10	+	29	8732
ATRX	chrX	-	35	11184
ATXN1	chr6	-	9	10636
ATXN10	chr22	+	12	3330
ATXN1L	chr16	+	5	8188
ATXN2	chr12	-	25	4702
ATXN2L	chr16	+	22	4367
ATXN3	chr14	-	13	7080
ATXN3L	chrX	-	1	1751
ATXN7	chr3	+	15	7524
ATXN7L1	chr7	-	14	7079
ATXN7L2	chr1	+	11	2382
ATXN7L3	chr17	-	12	3614
ATXN7L3B	chr12	+	1	3682
ATXN8OS	chr13	+	5	1472
AUH	chr9	-	10	1588
AUP1	chr2	-	12	1603
AURKA	chr20	-	11	2547
AURKAIP1	chr1	-	4	1147
AURKAPS1	chr1	-	1	1537
AURKB	chr17	-	9	1236
AURKC	chr19	+	7	1301
AUTS2	chr7	+	20	6672
AVEN	chr15	-	6	1531
AVIL	chr12	-	19	2994
AVL9	chr7	+	16	2353
AVP	chr20	-	3	619
AVPI1	chr10	-	3	1392
AVPR1A	chr12	-	2	4154
AVPR1B	chr1	+	2	1773
AVPR2	chrX	+	3	2194
AWAT1	chrX	+	7	1399
AWAT2	chrX	-	8	2124
AXDND1	chr1	+	26	3642
AXIN1	chr16	-	11	3660
AXIN2	chr17	-	11	4232
AXL	chr19	+	20	4737
AZGP1	chr7	-	4	1265
AZGP1P1	chr7	+	2	1181
AZI1	chr17	-	26	3619
AZI2	chr3	-	9	3665
AZIN1	chr8	-	13	4348
AZU1	chr19	+	5	912
B2M	chr15	+	4	987
B3GALNT1	chr3	-	8	3641
B3GALNT2	chr1	-	12	4720
B3GALT1	chr2	+	2	2168
B3GALT2	chr1	-	2	3548
B3GALT4	chr6	+	1	1686
B3GALT4	chr6_cox_hap2	+	1	1686
B3GALT4	chr6_dbb_hap3	+	1	1686
B3GALT4	chr6_mcf_hap5	+	1	1686
B3GALT4	chr6_qbl_hap6	+	1	1686
B3GALT5	chr21	+	3	3518
B3GALT6	chr1	+	1	2792
B3GALTL	chr13	+	15	4213
B3GAT1	chr11	-	6	3656
B3GAT2	chr6	-	4	1925
B3GAT3	chr11	-	5	1641
B3GNT1	chr11	-	2	2070
B3GNT2	chr2	+	2	2749
B3GNT3	chr19	+	3	2720
B3GNT4	chr12	+	3	1504
B3GNT5	chr3	+	2	4123
B3GNT6	chr11	+	2	2498
B3GNT7	chr2	+	2	3625
B3GNT8	chr19	-	3	1874
B3GNT9	chr16	-	2	2705
B3GNTL1	chr17	-	13	1383
B4GALNT1	chr12	-	11	3010
B4GALNT2	chr17	+	13	2110
B4GALNT3	chr12	+	20	3438
B4GALNT4	chr11	+	20	3454
B4GALT1	chr9	-	6	4199
B4GALT2	chr1	+	9	2425
B4GALT3	chr1	-	8	2415
B4GALT4	chr3	-	9	2344
B4GALT5	chr20	-	9	4727
B4GALT6	chr18	-	9	4814
B4GALT7	chr5	+	6	1727
B7H6	chr11	+	5	6382
B9D1	chr17	-	7	928
B9D2	chr19	-	4	1031
BAALC	chr8	+	3	2849
BAAT	chr9	-	5	3528
BABAM1	chr19	+	9	1451
BACE1	chr11	-	10	6020
BACE1-AS	chr11	+	1	796
BACE2	chr21	+	9	2993
BACH1	chr21	+	11	6731
BACH2	chr6	-	9	9280
BAD	chr11	-	3	1224
BAG1	chr9	-	7	3872
BAG2	chr6	+	3	2052
BAG3	chr10	+	4	2569
BAG4	chr8	+	5	4464
BAG5	chr14	-	3	5254
BAG6	chr6	-	26	3963
BAG6	chr6_cox_hap2	-	26	3967
BAG6	chr6_dbb_hap3	-	26	3967
BAG6	chr6_mann_hap4	-	26	3963
BAG6	chr6_mcf_hap5	-	26	3969
BAG6	chr6_qbl_hap6	-	26	3975
BAG6	chr6_ssto_hap7	-	26	386
BAGE	chr21	-	5	951
BAGE2	chr21	-	10	1891
BAGE3	chr21	-	10	1891
BAGE4	chr21	-	9	1756
BAGE5	chr21	-	9	1755
BAHCC1	chr17	+	27	10177
BAHD1	chr15	+	7	4526
BAI1	chr8	+	30	5528
BAI2	chr1	-	33	5415
BAI3	chr6	+	32	5637
BAIAP2	chr17	+	16	4897
BAIAP2L1	chr7	-	14	3670
BAIAP2L2	chr22	-	14	2145
BAIAP3	chr16	+	36	5029
BAK1	chr6	-	6	2193
BAMBI	chr10	+	3	1724
BANF1	chr11	+	3	1152
BANF2	chr20	+	5	640
BANK1	chr4	+	18	3558
BANP	chr16	+	16	2696
BAP1	chr3	-	17	3584
BARD1	chr2	-	11	2594
BARHL1	chr9	+	3	1907
BARHL2	chr1	-	3	1496
BARX1	chr9	-	4	1482
BARX2	chr11	+	4	1767
BASP1	chr5	+	2	1797
BASP1P1	chr13	-	1	1152
BATF	chr14	+	3	940
BATF2	chr11	-	3	2140
BATF3	chr1	-	3	981
BAX	chr19	+	7	1256
BAZ1A	chr14	-	27	6016
BAZ1B	chr7	-	20	6115
BAZ2A	chr12	-	29	8934
BAZ2B	chr2	-	37	8145
BBC3	chr19	-	5	2095
BBIP1	chr10	-	6	2460
BBOX1	chr11	+	9	1886
BBS1	chr11	+	17	3370
BBS10	chr12	-	2	3583
BBS12	chr4	+	3	3432
BBS2	chr16	-	17	2814
BBS4	chr15	+	16	2492
BBS5	chr2	+	12	3157
BBS7	chr4	-	19	4282
BBS9	chr7	+	23	4019
BBX	chr3	+	18	8898
BCAM	chr19	+	15	3058
BCAN	chr1	+	14	4046
BCAP29	chr7	+	9	6098
BCAP31	chrX	-	9	2396
BCAR1	chr16	-	14	5392
BCAR3	chr1	-	12	3170
BCAR4	chr16	-	4	1309
BCAS1	chr20	-	12	3475
BCAS2	chr1	-	7	1301
BCAS3	chr17	+	25	3609
BCAS4	chr20	+	6	1342
BCAT1	chr12	-	13	10227
BCAT2	chr19	-	13	2193
BCCIP	chr10	+	9	3373
BCDIN3D	chr12	-	2	3249
BCHE	chr3	-	4	2447
BCKDHA	chr19	+	9	1774
BCKDHB	chr6	+	10	3712
BCKDK	chr16	+	11	2174
BCL10	chr1	-	3	3104
BCL11A	chr2	-	5	7446
BCL11B	chr14	-	4	7815
BCL2	chr18	-	3	6620
BCL2A1	chr15	-	3	943
BCL2L1	chr20	-	3	2559
BCL2L10	chr15	-	2	887
BCL2L11	chr2	+	12	6212
BCL2L12	chr19	+	7	1855
BCL2L13	chr22	+	7	3365
BCL2L14	chr12	+	7	2231
BCL2L15	chr1	-	4	4973
BCL2L2	chr14	+	4	3658
BCL2L2-PABPN1	chr14	+	9	2130
BCL3	chr19	+	9	1864
BCL6	chr3	-	11	3975
BCL6B	chr17	+	9	3525
BCL7A	chr12	+	6	3714
BCL7B	chr7	-	7	1943
BCL7C	chr16	-	6	858
BCL9	chr1	+	10	6276
BCL9L	chr11	-	8	7738
BCLAF1	chr6	-	13	7263
BCMO1	chr16	+	11	2427
BCO2	chr11	+	13	3002
BCOR	chrX	-	16	6746
BCORL1	chrX	+	12	7127
BCORP1	chrY	-	11	3668
BCR	chr22	+	23	6927
BCRP2	chr22	+	6	2334
BCRP3	chr22	+	7	1425
BCS1L	chr2	+	9	1663
BCYRN1	chrX	-	4	191
BDAG1	chr9	+	51	6963
BDH1	chr3	-	9	3689
BDH2	chr4	-	10	2920
BDKRB1	chr14	+	3	1289
BDKRB2	chr14	+	3	4197
BDNF	chr11	-	11	7729
BDNF-AS1	chr11	+	10	3049
